Detected kernel version 4.18.0, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Loading model...
Loading dataset...
The dataset has 18,864 samples!
The augumentation is OFF
Loading accelerator...
🚀 Accelerator launching on 1 GPU(s)
Starting training...
Epochs:   0%|          | 0/10 [00:00<?, ?it/s]
  0%|          | 82/18864 [00:59<3:35:08,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 0m 58s][A
  0%|          | 83/18864 [00:59<3:35:05,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 0m 58s][A
  0%|          | 83/18864 [00:59<3:35:05,  1.46it/s, Loss=0.797 (L1:0.70, MSE:0.80), Free VRAM=33.3GiB, Time=0h 0m 59s][A
  0%|          | 84/18864 [00:59<3:35:03,  1.46it/s, Loss=0.797 (L1:0.70, MSE:0.80), Free VRAM=33.3GiB, Time=0h 0m 59s][A
  0%|          | 84/18864 [01:00<3:35:03,  1.46it/s, Loss=0.070 (L1:0.20, MSE:0.07), Free VRAM=33.3GiB, Time=0h 1m 0s] [A
  0%|          | 85/18864 [01:00<3:35:00,  1.46it/s, Loss=0.070 (L1:0.20, MSE:0.07), Free VRAM=33.3GiB, Time=0h 1m 0s][A
  0%|          | 85/18864 [01:01<3:35:00,  1.46it/s, Loss=0.077 (L1:0.21, MSE:0.08), Free VRAM=33.3GiB, Time=0h 1m 0s][A
  0%|          | 86/18864 [01:01<3:35:00,  1.46it/s, Loss=0.077 (L1:0.21, MSE:0.08), Free VRAM=33.3GiB, Time=0h 1m 0s][A
  0%|          | 86/18864 [01:01<3:35:00,  1.46it/s, Loss=0.020 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 1s][A
  0%|          | 87/18864 [01:01<3:35:01,  1.46it/s, Loss=0.020 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 1s][A
  0%|          | 87/18864 [01:02<3:35:01,  1.46it/s, Loss=0.026 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 2s][A
  0%|          | 88/18864 [01:02<3:34:59,  1.46it/s, Loss=0.026 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 2s][A
  0%|          | 88/18864 [01:03<3:34:59,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 2s][A
  0%|          | 89/18864 [01:03<3:35:00,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 2s][A
  0%|          | 89/18864 [01:03<3:35:00,  1.46it/s, Loss=0.017 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 3s][A
  0%|          | 90/18864 [01:03<3:34:58,  1.46it/s, Loss=0.017 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 3s][A
  0%|          | 90/18864 [01:04<3:34:58,  1.46it/s, Loss=0.113 (L1:0.25, MSE:0.11), Free VRAM=33.3GiB, Time=0h 1m 4s][A
  0%|          | 91/18864 [01:04<3:34:59,  1.46it/s, Loss=0.113 (L1:0.25, MSE:0.11), Free VRAM=33.3GiB, Time=0h 1m 4s][A
  0%|          | 91/18864 [01:05<3:34:59,  1.46it/s, Loss=0.015 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 5s][A
  0%|          | 92/18864 [01:05<3:34:57,  1.46it/s, Loss=0.015 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 5s][A
  0%|          | 92/18864 [01:05<3:34:57,  1.46it/s, Loss=0.034 (L1:0.14, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 5s][A
  0%|          | 93/18864 [01:05<3:34:55,  1.46it/s, Loss=0.034 (L1:0.14, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 5s][A
  0%|          | 93/18864 [01:06<3:34:55,  1.46it/s, Loss=0.102 (L1:0.24, MSE:0.10), Free VRAM=33.3GiB, Time=0h 1m 6s][A
  0%|          | 94/18864 [01:06<3:34:52,  1.46it/s, Loss=0.102 (L1:0.24, MSE:0.10), Free VRAM=33.3GiB, Time=0h 1m 6s][A
  0%|          | 94/18864 [01:07<3:34:52,  1.46it/s, Loss=0.015 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 7s][A
  1%|          | 95/18864 [01:07<3:34:56,  1.46it/s, Loss=0.015 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 7s][A
  1%|          | 95/18864 [01:07<3:34:56,  1.46it/s, Loss=0.074 (L1:0.22, MSE:0.07), Free VRAM=33.3GiB, Time=0h 1m 7s][A
  1%|          | 96/18864 [01:07<3:34:56,  1.46it/s, Loss=0.074 (L1:0.22, MSE:0.07), Free VRAM=33.3GiB, Time=0h 1m 7s][A
  1%|          | 96/18864 [01:08<3:34:56,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 8s][A
  1%|          | 97/18864 [01:08<3:34:56,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 8s][A
  1%|          | 97/18864 [01:09<3:34:56,  1.46it/s, Loss=0.019 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 9s][A
  1%|          | 98/18864 [01:09<3:34:53,  1.46it/s, Loss=0.019 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 9s][A
  1%|          | 98/18864 [01:09<3:34:53,  1.46it/s, Loss=0.022 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 9s][A
  1%|          | 99/18864 [01:10<3:34:51,  1.46it/s, Loss=0.022 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 9s][A
  1%|          | 99/18864 [01:10<3:34:51,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 10s][A
  1%|          | 100/18864 [01:10<3:53:51,  1.34it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 10s][A
  1%|          | 100/18864 [01:11<3:53:51,  1.34it/s, Loss=0.044 (L1:0.15, MSE:0.04), Free VRAM=33.3GiB, Time=0h 1m 11s][A
  1%|          | 101/18864 [01:11<3:49:00,  1.37it/s, Loss=0.044 (L1:0.15, MSE:0.04), Free VRAM=33.3GiB, Time=0h 1m 11s][A
  1%|          | 101/18864 [01:12<3:49:00,  1.37it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 12s][A
  1%|          | 102/18864 [01:12<3:44:45,  1.39it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 12s][A
  1%|          | 102/18864 [01:12<3:44:45,  1.39it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 12s][A
  1%|          | 103/18864 [01:12<3:41:40,  1.41it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 12s][A
  1%|          | 103/18864 [01:13<3:41:40,  1.41it/s, Loss=0.747 (L1:0.68, MSE:0.75), Free VRAM=33.3GiB, Time=0h 1m 13s][A
  1%|          | 104/18864 [01:13<3:39:37,  1.42it/s, Loss=0.747 (L1:0.68, MSE:0.75), Free VRAM=33.3GiB, Time=0h 1m 13s][A
  1%|          | 104/18864 [01:14<3:39:37,  1.42it/s, Loss=1.054 (L1:0.81, MSE:1.05), Free VRAM=33.3GiB, Time=0h 1m 14s][A
  1%|          | 105/18864 [01:14<3:38:08,  1.43it/s, Loss=1.054 (L1:0.81, MSE:1.05), Free VRAM=33.3GiB, Time=0h 1m 14s][A
  1%|          | 105/18864 [01:15<3:38:08,  1.43it/s, Loss=0.017 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 14s][A
  1%|          | 106/18864 [01:15<3:37:06,  1.44it/s, Loss=0.017 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 14s][A
  1%|          | 106/18864 [01:15<3:37:06,  1.44it/s, Loss=0.038 (L1:0.15, MSE:0.04), Free VRAM=33.3GiB, Time=0h 1m 15s][A
  1%|          | 107/18864 [01:15<3:36:25,  1.44it/s, Loss=0.038 (L1:0.15, MSE:0.04), Free VRAM=33.3GiB, Time=0h 1m 15s][A
  1%|          | 107/18864 [01:16<3:36:25,  1.44it/s, Loss=0.027 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 16s][A
  1%|          | 108/18864 [01:16<3:35:48,  1.45it/s, Loss=0.027 (L1:0.12, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 16s][A
  1%|          | 108/18864 [01:17<3:35:48,  1.45it/s, Loss=0.084 (L1:0.22, MSE:0.08), Free VRAM=33.3GiB, Time=0h 1m 16s][A
  1%|          | 109/18864 [01:17<3:35:26,  1.45it/s, Loss=0.084 (L1:0.22, MSE:0.08), Free VRAM=33.3GiB, Time=0h 1m 16s][A
  1%|          | 109/18864 [01:17<3:35:26,  1.45it/s, Loss=0.030 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 17s][A
  1%|          | 110/18864 [01:17<3:35:07,  1.45it/s, Loss=0.030 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 17s][A
  1%|          | 110/18864 [01:18<3:35:07,  1.45it/s, Loss=0.338 (L1:0.45, MSE:0.34), Free VRAM=33.3GiB, Time=0h 1m 18s][A
  1%|          | 111/18864 [01:18<3:34:56,  1.45it/s, Loss=0.338 (L1:0.45, MSE:0.34), Free VRAM=33.3GiB, Time=0h 1m 18s][A
  1%|          | 111/18864 [01:19<3:34:56,  1.45it/s, Loss=0.019 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 19s][A
  1%|          | 112/18864 [01:19<3:34:56,  1.45it/s, Loss=0.019 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 19s][A
  1%|          | 112/18864 [01:19<3:34:56,  1.45it/s, Loss=0.015 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 19s][A
  1%|          | 113/18864 [01:19<3:34:47,  1.45it/s, Loss=0.015 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 19s][A
  1%|          | 113/18864 [01:20<3:34:47,  1.45it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 20s][A
  1%|          | 114/18864 [01:20<3:34:46,  1.45it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 20s][A
  1%|          | 114/18864 [01:21<3:34:46,  1.45it/s, Loss=0.014 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 21s][A
  1%|          | 115/18864 [01:21<3:34:46,  1.45it/s, Loss=0.014 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 21s][A
  1%|          | 115/18864 [01:21<3:34:46,  1.45it/s, Loss=0.021 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 21s][A
  1%|          | 116/18864 [01:21<3:34:39,  1.46it/s, Loss=0.021 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 21s][A
  1%|          | 116/18864 [01:22<3:34:39,  1.46it/s, Loss=0.574 (L1:0.59, MSE:0.57), Free VRAM=33.3GiB, Time=0h 1m 22s][A
  1%|          | 117/18864 [01:22<3:34:33,  1.46it/s, Loss=0.574 (L1:0.59, MSE:0.57), Free VRAM=33.3GiB, Time=0h 1m 22s][A
  1%|          | 117/18864 [01:23<3:34:33,  1.46it/s, Loss=0.016 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 23s][A
  1%|          | 118/18864 [01:23<3:34:31,  1.46it/s, Loss=0.016 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 23s][A
  1%|          | 118/18864 [01:23<3:34:31,  1.46it/s, Loss=0.022 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 23s][A
  1%|          | 119/18864 [01:23<3:34:29,  1.46it/s, Loss=0.022 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 23s][A
  1%|          | 119/18864 [01:24<3:34:29,  1.46it/s, Loss=0.302 (L1:0.43, MSE:0.30), Free VRAM=33.3GiB, Time=0h 1m 24s][A
  1%|          | 120/18864 [01:24<3:34:28,  1.46it/s, Loss=0.302 (L1:0.43, MSE:0.30), Free VRAM=33.3GiB, Time=0h 1m 24s][A
  1%|          | 120/18864 [01:25<3:34:28,  1.46it/s, Loss=0.019 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 25s][A
  1%|          | 121/18864 [01:25<3:34:30,  1.46it/s, Loss=0.019 (L1:0.11, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 25s][A
  1%|          | 121/18864 [01:26<3:34:30,  1.46it/s, Loss=0.057 (L1:0.19, MSE:0.06), Free VRAM=33.3GiB, Time=0h 1m 25s][A
  1%|          | 122/18864 [01:26<3:34:32,  1.46it/s, Loss=0.057 (L1:0.19, MSE:0.06), Free VRAM=33.3GiB, Time=0h 1m 25s][A
  1%|          | 122/18864 [01:26<3:34:32,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 26s][A
  1%|          | 123/18864 [01:26<3:34:33,  1.46it/s, Loss=0.018 (L1:0.10, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 26s][A
  1%|          | 123/18864 [01:27<3:34:33,  1.46it/s, Loss=0.015 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 27s][A
  1%|          | 124/18864 [01:27<3:34:35,  1.46it/s, Loss=0.015 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 27s][A
  1%|          | 124/18864 [01:28<3:34:35,  1.46it/s, Loss=0.099 (L1:0.23, MSE:0.10), Free VRAM=33.3GiB, Time=0h 1m 27s][A
  1%|          | 125/18864 [01:28<3:34:33,  1.46it/s, Loss=0.099 (L1:0.23, MSE:0.10), Free VRAM=33.3GiB, Time=0h 1m 27s][A
  1%|          | 125/18864 [01:28<3:34:33,  1.46it/s, Loss=0.015 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 28s][A
  1%|          | 126/18864 [01:28<3:34:32,  1.46it/s, Loss=0.015 (L1:0.09, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 28s][A
  1%|          | 126/18864 [01:29<3:34:32,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 29s][A
  1%|          | 127/18864 [01:29<3:34:32,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 29s][A
  1%|          | 127/18864 [01:30<3:34:32,  1.46it/s, Loss=0.013 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 29s][A
  1%|          | 128/18864 [01:30<3:34:30,  1.46it/s, Loss=0.013 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 29s][A
  1%|          | 128/18864 [01:30<3:34:30,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 30s][A
  1%|          | 129/18864 [01:30<3:34:27,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 30s][A
  1%|          | 129/18864 [01:31<3:34:27,  1.46it/s, Loss=0.031 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 31s][A
  1%|          | 130/18864 [01:31<3:34:28,  1.46it/s, Loss=0.031 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 31s][A
  1%|          | 130/18864 [01:32<3:34:28,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 32s][A
  1%|          | 131/18864 [01:32<3:34:26,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 32s][A
  1%|          | 131/18864 [01:32<3:34:26,  1.46it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 32s][A
  1%|          | 132/18864 [01:32<3:34:21,  1.46it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 32s][A
  1%|          | 132/18864 [01:33<3:34:21,  1.46it/s, Loss=0.804 (L1:0.71, MSE:0.80), Free VRAM=33.3GiB, Time=0h 1m 33s][A
  1%|          | 133/18864 [01:33<3:34:20,  1.46it/s, Loss=0.804 (L1:0.71, MSE:0.80), Free VRAM=33.3GiB, Time=0h 1m 33s][A
  1%|          | 133/18864 [01:34<3:34:20,  1.46it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 34s][A
  1%|          | 134/18864 [01:34<3:34:22,  1.46it/s, Loss=0.013 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 34s][A
  1%|          | 134/18864 [01:34<3:34:22,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 34s][A
  1%|          | 135/18864 [01:34<3:34:26,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 34s][A
  1%|          | 135/18864 [01:35<3:34:26,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 35s][A
  1%|          | 136/18864 [01:35<3:34:24,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 35s][A
  1%|          | 136/18864 [01:36<3:34:24,  1.46it/s, Loss=0.011 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 36s][A
  1%|          | 137/18864 [01:36<3:34:24,  1.46it/s, Loss=0.011 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 36s][A
  1%|          | 137/18864 [01:36<3:34:24,  1.46it/s, Loss=0.030 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 36s][A
  1%|          | 138/18864 [01:36<3:34:21,  1.46it/s, Loss=0.030 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 36s][A
  1%|          | 138/18864 [01:37<3:34:21,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 37s][A
  1%|          | 139/18864 [01:37<3:34:25,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 37s][A
  1%|          | 139/18864 [01:38<3:34:25,  1.46it/s, Loss=0.062 (L1:0.19, MSE:0.06), Free VRAM=33.3GiB, Time=0h 1m 38s][A
  1%|          | 140/18864 [01:38<3:34:24,  1.46it/s, Loss=0.062 (L1:0.19, MSE:0.06), Free VRAM=33.3GiB, Time=0h 1m 38s][A
  1%|          | 140/18864 [01:39<3:34:24,  1.46it/s, Loss=0.073 (L1:0.20, MSE:0.07), Free VRAM=33.3GiB, Time=0h 1m 38s][A
  1%|          | 141/18864 [01:39<3:34:35,  1.45it/s, Loss=0.073 (L1:0.20, MSE:0.07), Free VRAM=33.3GiB, Time=0h 1m 38s][A
  1%|          | 141/18864 [01:39<3:34:35,  1.45it/s, Loss=0.013 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 39s][A
  1%|          | 142/18864 [01:39<3:34:35,  1.45it/s, Loss=0.013 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 39s][A
  1%|          | 142/18864 [01:40<3:34:35,  1.45it/s, Loss=0.009 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 40s][A
  1%|          | 143/18864 [01:40<3:34:31,  1.45it/s, Loss=0.009 (L1:0.07, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 40s][A
  1%|          | 143/18864 [01:41<3:34:31,  1.45it/s, Loss=0.085 (L1:0.22, MSE:0.09), Free VRAM=33.3GiB, Time=0h 1m 40s][A
  1%|          | 144/18864 [01:41<3:34:29,  1.45it/s, Loss=0.085 (L1:0.22, MSE:0.09), Free VRAM=33.3GiB, Time=0h 1m 40s][A
  1%|          | 144/18864 [01:41<3:34:29,  1.45it/s, Loss=0.636 (L1:0.63, MSE:0.64), Free VRAM=33.3GiB, Time=0h 1m 41s][A
  1%|          | 145/18864 [01:41<3:34:26,  1.45it/s, Loss=0.636 (L1:0.63, MSE:0.64), Free VRAM=33.3GiB, Time=0h 1m 41s][A
  1%|          | 145/18864 [01:42<3:34:26,  1.45it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 42s][A
  1%|          | 146/18864 [01:42<3:34:25,  1.45it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 42s][A
  1%|          | 146/18864 [01:43<3:34:25,  1.45it/s, Loss=0.034 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 43s][A
  1%|          | 147/18864 [01:43<3:34:22,  1.46it/s, Loss=0.034 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 43s][A
  1%|          | 147/18864 [01:43<3:34:22,  1.46it/s, Loss=0.011 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 43s][A
  1%|          | 148/18864 [01:43<3:34:20,  1.46it/s, Loss=0.011 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 43s][A
  1%|          | 148/18864 [01:44<3:34:20,  1.46it/s, Loss=0.340 (L1:0.43, MSE:0.34), Free VRAM=33.3GiB, Time=0h 1m 44s][A
  1%|          | 149/18864 [01:44<3:34:18,  1.46it/s, Loss=0.340 (L1:0.43, MSE:0.34), Free VRAM=33.3GiB, Time=0h 1m 44s][A
  1%|          | 149/18864 [01:45<3:34:18,  1.46it/s, Loss=0.013 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 45s][A
  1%|          | 150/18864 [01:45<3:34:14,  1.46it/s, Loss=0.013 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 45s][A
  1%|          | 150/18864 [01:45<3:34:14,  1.46it/s, Loss=0.014 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 45s][A
  1%|          | 151/18864 [01:45<3:35:03,  1.45it/s, Loss=0.014 (L1:0.09, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 45s][A
  1%|          | 151/18864 [01:46<3:35:03,  1.45it/s, Loss=0.138 (L1:0.28, MSE:0.14), Free VRAM=33.3GiB, Time=0h 1m 46s][A
  1%|          | 152/18864 [01:46<3:34:46,  1.45it/s, Loss=0.138 (L1:0.28, MSE:0.14), Free VRAM=33.3GiB, Time=0h 1m 46s][A
  1%|          | 152/18864 [01:47<3:34:46,  1.45it/s, Loss=0.249 (L1:0.37, MSE:0.25), Free VRAM=33.3GiB, Time=0h 1m 47s][A
  1%|          | 153/18864 [01:47<3:34:33,  1.45it/s, Loss=0.249 (L1:0.37, MSE:0.25), Free VRAM=33.3GiB, Time=0h 1m 47s][A
  1%|          | 153/18864 [01:47<3:34:33,  1.45it/s, Loss=0.257 (L1:0.39, MSE:0.26), Free VRAM=33.3GiB, Time=0h 1m 47s][A
  1%|          | 154/18864 [01:48<3:34:26,  1.45it/s, Loss=0.257 (L1:0.39, MSE:0.26), Free VRAM=33.3GiB, Time=0h 1m 47s][A
  1%|          | 154/18864 [01:48<3:34:26,  1.45it/s, Loss=0.153 (L1:0.31, MSE:0.15), Free VRAM=33.3GiB, Time=0h 1m 48s][A
  1%|          | 155/18864 [01:48<3:34:17,  1.46it/s, Loss=0.153 (L1:0.31, MSE:0.15), Free VRAM=33.3GiB, Time=0h 1m 48s][A
  1%|          | 155/18864 [01:49<3:34:17,  1.46it/s, Loss=0.214 (L1:0.33, MSE:0.21), Free VRAM=33.3GiB, Time=0h 1m 49s][A
  1%|          | 156/18864 [01:49<3:34:14,  1.46it/s, Loss=0.214 (L1:0.33, MSE:0.21), Free VRAM=33.3GiB, Time=0h 1m 49s][A
  1%|          | 156/18864 [01:50<3:34:14,  1.46it/s, Loss=0.028 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 49s][A
  1%|          | 157/18864 [01:50<3:34:13,  1.46it/s, Loss=0.028 (L1:0.13, MSE:0.03), Free VRAM=33.3GiB, Time=0h 1m 49s][A
  1%|          | 157/18864 [01:50<3:34:13,  1.46it/s, Loss=0.054 (L1:0.17, MSE:0.05), Free VRAM=33.3GiB, Time=0h 1m 50s][A
  1%|          | 158/18864 [01:50<3:34:09,  1.46it/s, Loss=0.054 (L1:0.17, MSE:0.05), Free VRAM=33.3GiB, Time=0h 1m 50s][A
  1%|          | 158/18864 [01:51<3:34:09,  1.46it/s, Loss=0.010 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 51s][A
  1%|          | 159/18864 [01:51<3:34:10,  1.46it/s, Loss=0.010 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 51s][A
  1%|          | 159/18864 [01:52<3:34:10,  1.46it/s, Loss=0.093 (L1:0.23, MSE:0.09), Free VRAM=33.3GiB, Time=0h 1m 51s][A
  1%|          | 160/18864 [01:52<3:34:07,  1.46it/s, Loss=0.093 (L1:0.23, MSE:0.09), Free VRAM=33.3GiB, Time=0h 1m 51s][A
  1%|          | 160/18864 [01:52<3:34:07,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 52s][A
  1%|          | 161/18864 [01:52<3:34:03,  1.46it/s, Loss=0.012 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 52s][A
  1%|          | 161/18864 [01:53<3:34:03,  1.46it/s, Loss=0.011 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 53s][A
  1%|          | 162/18864 [01:53<3:34:02,  1.46it/s, Loss=0.011 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 53s][A
  1%|          | 162/18864 [01:54<3:34:02,  1.46it/s, Loss=0.083 (L1:0.22, MSE:0.08), Free VRAM=33.3GiB, Time=0h 1m 54s][A
  1%|          | 163/18864 [01:54<3:34:01,  1.46it/s, Loss=0.083 (L1:0.22, MSE:0.08), Free VRAM=33.3GiB, Time=0h 1m 54s][A
  1%|          | 163/18864 [01:54<3:34:01,  1.46it/s, Loss=0.023 (L1:0.12, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 54s][A
  1%|          | 164/18864 [01:54<3:34:02,  1.46it/s, Loss=0.023 (L1:0.12, MSE:0.02), Free VRAM=33.3GiB, Time=0h 1m 54s][A
  1%|          | 164/18864 [01:55<3:34:02,  1.46it/s, Loss=0.011 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 55s][A
  1%|          | 165/18864 [01:55<3:34:01,  1.46it/s, Loss=0.011 (L1:0.08, MSE:0.01), Free VRAM=33.3GiB, Time=0h 1m 55s][A
